-0.49743	-1.588045	-1.354204	0.910794	-0.055867	0.518756
-0.593854	-1.595048	-1.407738	0.957592	-0.115466	0.647215
-0.680495	-1.592042	-1.476696	0.996093	-0.177917	0.756886
-0.754705	-1.576693	-1.554255	1.02453	-0.243973	0.837227
-0.820223	-1.554803	-1.625529	1.044535	-0.311851	0.898312
-0.885264	-1.53253	-1.688022	1.058075	-0.377237	0.962546
-0.955676	-1.508688	-1.743424	1.068829	-0.434682	1.0405
-1.02563	-1.477172	-1.788753	1.079919	-0.482356	1.121742
-1.084813	-1.435675	-1.825347	1.090374	-0.525296	1.191877
-1.134363	-1.388178	-1.864242	1.096693	-0.570694	1.251084
-1.182652	-1.339562	-1.917098	1.095736	-0.620952	1.307578
-1.22995	-1.29102	-1.98111	1.086404	-0.672899	1.366468
-1.270762	-1.241088	-2.037997	1.06982	-0.720685	1.431366
-1.30474	-1.187274	-2.071479	1.047792	-0.760114	1.501579
-1.334456	-1.126018	-2.081296	1.023337	-0.792831	1.567291
-1.356985	-1.056886	-2.080644	0.999981	-0.823685	1.617556
-1.366669	-0.985449	-2.083426	0.975211	-0.853894	1.653261
-1.366105	-0.916086	-2.090333	0.939544	-0.880641	1.687877
-1.364021	-0.84552	-2.08939	0.888603	-0.901798	1.727258
-1.361666	-0.767313	-2.078463	0.831828	-0.917207	1.755383
-1.353119	-0.679183	-2.074822	0.78133	-0.927859	1.758355
-1.335953	-0.584057	-2.089386	0.73503	-0.936319	1.746566
-1.3126	-0.486331	-2.108034	0.681835	-0.944625	1.736199
-1.286042	-0.389195	-2.110761	0.618476	-0.950991	1.731764
-1.2571	-0.294467	-2.095709	0.549225	-0.951131	1.732837
-1.223416	-0.201178	-2.074405	0.477371	-0.941879	1.735119
-1.182129	-0.104857	-2.051333	0.404958	-0.922877	1.725686
-1.133447	-0.002391	-2.018899	0.334556	-0.896774	1.695432
-1.080438	0.103979	-1.974173	0.267256	-0.867762	1.652159
-1.025558	0.210188	-1.92638	0.19948	-0.838917	1.610018
-0.967433	0.3151	-1.882257	0.1262	-0.810597	1.573971
-0.901972	0.4194	-1.842767	0.047278	-0.781146	1.537375
-0.827907	0.522391	-1.808524	-0.035534	-0.749534	1.488388
-0.749375	0.623256	-1.772738	-0.12373	-0.715806	1.423851
-0.668941	0.722518	-1.728871	-0.21765	-0.678799	1.357529
-0.583041	0.819414	-1.682835	-0.309178	-0.637514	1.304387
-0.491015	0.91207	-1.637361	-0.386072	-0.593574	1.259507
-0.397777	1.000413	-1.582823	-0.448812	-0.547818	1.207656
-0.305059	1.085346	-1.512358	-0.513021	-0.497893	1.142928
-0.214701	1.167285	-1.437269	-0.588082	-0.442688	1.060835
-0.132203	1.246662	-1.383194	-0.667992	-0.385455	0.958245
-0.055799	1.323106	-1.352566	-0.74451	-0.330455	0.853332
0.023998	1.394616	-1.304972	-0.813943	-0.27878	0.772143
0.112666	1.459668	-1.206178	-0.877614	-0.228323	0.717815
0.209223	1.519505	-1.072634	-0.943203	-0.176162	0.672889
0.309063	1.57622	-0.942013	-1.013986	-0.120799	0.620127
0.405631	1.629407	-0.825237	-1.08062	-0.063247	0.554256
0.49361	1.677412	-0.713912	-1.133392	-0.005559	0.479648
0.57137	1.720054	-0.613819	-1.173092	0.051121	0.402225
0.643679	1.758173	-0.539283	-1.206678	0.106858	0.324894
0.720119	1.792924	-0.487234	-1.240173	0.162981	0.243798
0.805111	1.825313	-0.433416	-1.276353	0.220378	0.150547
0.893941	1.854125	-0.34929	-1.314622	0.27724	0.047214
0.977437	1.876058	-0.226348	-1.349624	0.331594	-0.047738
1.046353	1.88941	-0.080506	-1.373323	0.384896	-0.120732
1.099354	1.896026	0.069361	-1.383086	0.439751	-0.179364
1.146583	1.899063	0.210387	-1.385713	0.496119	-0.23462
1.198862	1.899955	0.328424	-1.391769	0.551997	-0.285603
