0.856955	0.618124	-1.338731	-1.576438	-1.216753	1.395566
0.804656	0.724531	-1.270684	-1.558729	-1.270082	1.536695
0.733977	0.825018	-1.220031	-1.542559	-1.322641	1.614969
0.641906	0.914966	-1.199601	-1.5296	-1.371432	1.619622
0.539659	0.994439	-1.203923	-1.515898	-1.414611	1.588905
0.443124	1.06611	-1.214134	-1.490949	-1.450365	1.589534
0.36341	1.133267	-1.213244	-1.447277	-1.479722	1.674557
0.299345	1.199649	-1.190061	-1.389973	-1.510964	1.819558
0.236827	1.267301	-1.145373	-1.332907	-1.550022	1.93429
0.160395	1.336203	-1.093452	-1.281978	-1.593882	1.960994
0.068184	1.401514	-1.045067	-1.226179	-1.637166	1.934381
-0.030853	1.454015	-0.998223	-1.151212	-1.676502	1.941898
-0.130881	1.490389	-0.948204	-1.059938	-1.710798	2.027054
-0.230603	1.515159	-0.893475	-0.970561	-1.740182	2.137848
-0.327114	1.530789	-0.83245	-0.894014	-1.766056	2.195391
-0.415717	1.535063	-0.764204	-0.824781	-1.793837	2.18789
-0.494292	1.528621	-0.686981	-0.7534	-1.827185	2.15721
-0.567215	1.518013	-0.595981	-0.677673	-1.858468	2.131085
-0.64378	1.50831	-0.494609	-0.60124	-1.876863	2.115596
-0.730275	1.496563	-0.397109	-0.525673	-1.884393	2.119957
-0.824482	1.474778	-0.312251	-0.448577	-1.89192	2.142963
-0.919349	1.437104	-0.237849	-0.367825	-1.903732	2.154287
-1.008001	1.382965	-0.164343	-0.282416	-1.916273	2.110347
-1.083465	1.316312	-0.07806	-0.190623	-1.925125	1.989048
-1.141611	1.244273	0.02494	-0.091086	-1.926834	1.825536
-1.188086	1.172486	0.134295	0.011304	-1.920892	1.699454
-1.234628	1.100382	0.241415	0.106495	-1.911793	1.662092
-1.286539	1.024919	0.346514	0.190264	-1.902849	1.694954
-1.339983	0.946432	0.450117	0.264614	-1.889594	1.736125
-1.38894	0.866098	0.550259	0.332147	-1.865238	1.725939
-1.42889	0.779995	0.647924	0.398794	-1.828997	1.649634
-1.457453	0.6814	0.745864	0.469799	-1.786225	1.547438
-1.475226	0.570867	0.842401	0.542017	-1.743796	1.467589
-1.485204	0.458413	0.934764	0.611721	-1.702052	1.421839
-1.489912	0.353407	1.021414	0.680595	-1.652362	1.391108
-1.488806	0.258086	1.097458	0.746832	-1.591169	1.35137
-1.481322	0.169693	1.162575	0.806026	-1.529243	1.29761
-1.471304	0.0815	1.228741	0.862737	-1.477598	1.245369
-1.464848	-0.015362	1.3057	0.925829	-1.433977	1.194702
-1.463892	-0.121641	1.387105	0.993124	-1.388133	1.107971
-1.461008	-0.224627	1.458306	1.052635	-1.332479	0.949054
-1.442416	-0.312031	1.512766	1.099547	-1.266372	0.749479
-1.40085	-0.386271	1.556351	1.140665	-1.192557	0.598475
-1.344497	-0.458758	1.595354	1.181702	-1.113172	0.535232
-1.290064	-0.537031	1.629957	1.222193	-1.032292	0.511606
-1.246982	-0.623195	1.662263	1.2603	-0.954469	0.483127
-1.211273	-0.716174	1.695387	1.29371	-0.877902	0.44747
-1.174371	-0.807463	1.72391	1.320232	-0.797957	0.401531
-1.131279	-0.883279	1.741599	1.341211	-0.71445	0.343246
-1.07983	-0.938773	1.75417	1.359736	-0.629391	0.28722
-1.019954	-0.984841	1.769607	1.376061	-0.545391	0.239973
-0.955712	-1.035187	1.782872	1.389081	-0.46688	0.197454
-0.894055	-1.090109	1.780936	1.399556	-0.393967	0.170618
-0.840408	-1.140212	1.758718	1.409251	-0.319774	0.172752
-0.79446	-1.182343	1.724533	1.418651	-0.240937	0.181191
-0.747129	-1.221821	1.689938	1.425604	-0.163324	0.148295
-0.686701	-1.259822	1.659193	1.426301	-0.091541	0.063238
-0.61368	-1.288618	1.626842	1.417251	-0.021909	-0.029499
-0.541043	-1.303512	1.580367	1.396821	0.049801	-0.093599
-0.478525	-1.311391	1.514685	1.36909	0.124959	-0.141524
-0.425151	-1.322376	1.44285	1.343212	0.204728	-0.196243
-0.372834	-1.338995	1.380731	1.322976	0.28476	-0.267301
-0.313004	-1.35567	1.330013	1.303837	0.357723	-0.363189
-0.243195	-1.364956	1.280811	1.281667	0.4263	-0.477109
-0.168673	-1.360154	1.220502	1.252244	0.498603	-0.58475
-0.098204	-1.335285	1.141382	1.206962	0.573135	-0.681921
-0.036922	-1.296241	1.046465	1.143952	0.641195	-0.783322
0.018037	-1.263999	0.944864	1.076164	0.700272	-0.884411
0.075135	-1.247471	0.842993	1.017229	0.757633	-0.958689
0.140685	-1.230792	0.745514	0.966731	0.82017	-0.977832
0.212063	-1.1995	0.654281	0.914955	0.885029	-0.93584
0.281694	-1.154096	0.562585	0.855056	0.944875	-0.877586
0.346372	-1.096372	0.461213	0.786669	0.997378	-0.88753
0.406325	-1.02599	0.346373	0.711238	1.043907	-1.023014
0.460235	-0.949067	0.224253	0.630359	1.085698	-1.242027
0.509281	-0.875127	0.114265	0.550615	1.12686	-1.41572
0.559164	-0.805214	0.029305	0.480842	1.1741	-1.446493
0.61209	-0.731242	-0.043175	0.419846	1.226914	-1.356282
0.665321	-0.648232	-0.119635	0.355402	1.27377	-1.24484
0.718731	-0.55948	-0.200739	0.277562	1.305091	-1.191235
0.775067	-0.46869	-0.285777	0.186208	1.323908	-1.212257
0.834674	-0.376255	-0.384573	0.088225	1.336935	-1.281683
0.893258	-0.285562	-0.505526	-0.006996	1.345249	-1.347482
0.943492	-0.204703	-0.635968	-0.09446	1.350608	-1.359273
0.981606	-0.134432	-0.750489	-0.178546	1.358147	-1.317057
1.010412	-0.061032	-0.845622	-0.266082	1.368863	-1.257845
1.032955	0.02671	-0.938514	-0.358096	1.379827	-1.181246
1.050208	0.12341	-1.031344	-0.451527	1.388776	-1.0581
1.066495	0.220411	-1.109574	-0.541014	1.392896	-0.92683
1.088046	0.316324	-1.167924	-0.620254	1.390495	-0.887009
1.113996	0.408931	-1.216874	-0.690685	1.384983	-0.970631
1.136533	0.494955	-1.270188	-0.761822	1.380074	-1.082171
1.150676	0.576701	-1.331742	-0.83543	1.372673	-1.083593
1.156959	0.65639	-1.391524	-0.902459	1.357001	-0.928923
1.156952	0.730928	-1.435122	-0.960334	1.333742	-0.710616
1.151862	0.797887	-1.459376	-1.017052	1.309336	-0.55537
1.143322	0.859836	-1.475678	-1.077015	1.287506	-0.487688
1.132232	0.92154	-1.494016	-1.134504	1.265229	-0.440768
1.116223	0.984413	-1.512627	-1.180816	1.238204	-0.373485
1.091698	1.045209	-1.524815	-1.215556	1.206822	-0.305729
1.060857	1.103645	-1.522908	-1.249508	1.17255	-0.266867
1.030522	1.163724	-1.500285	-1.293956	1.134435	-0.259037
1.00161	1.222454	-1.462466	-1.348702	1.09245	-0.245736
0.968475	1.272854	-1.429313	-1.400978	1.048122	-0.176528
0.928896	1.319212	-1.414268	-1.438699	1.002232	-0.047872
0.884951	1.372142	-1.407288	-1.46372	0.9542	0.087232
0.83806	1.432057	-1.389871	-1.484407	0.902458	0.185696
0.791245	1.487411	-1.360324	-1.501231	0.847162	0.25229
0.748597	1.526898	-1.330355	-1.508424	0.792107	0.306605
0.708907	1.551833	-1.302408	-1.502908	0.740014	0.359258
0.667002	1.57435	-1.26758	-1.486175	0.689028	0.421225
