19	1
2	2
7	3
16	4
15	5
5	6
5	7
9	8
6	5
15	1
5	2
2	9
14	9
14	5
5	10
2	11
14	12
5	13
10	3
15	5
5	5
12	13
19	14
2	5
16	15
12	2
5	11
5	5
8	9
2	13
7	4
18	16
17	5
5	13
15	17
2	5
11	5
5	13
12	14
17	5
16	15
20	2
5	11
2	5
7	14
5	16
10	16
15	9
5	5
21	13
9	17
11	5
16	5
5	15
12	2
11	11
16	5
8	3
16	6
5	7
12	18
19	17
2	5
16	19
12	16
5	9
5	20
15	5
2	21
11	11
5	17
3	5
6	10
7	2
5	22
8	16
2	5
5	17
6	2
7	5
15	13
17	17
19	5
13	5
7	17
24	19
5	6
21	17
11	18
17	12
5	5
9	23
6	19
15	6
5	17
2	5
14	19
14	6
5	20
2	20
14	16
5	7
10	12
15	5
5	17
21	2
9	5
11	10
16	16
5	5
12	5
11	13
16	5
8	3
16	6
5	7
12	18
19	17
2	5
16	19
12	16
